"investee_company_name","investee_company_nation","investee_company_trbc_economic_sector","investment_date","round_number","investment_stage","firm_investor_name","fund_investor_name","investor_equity_total_usd_millions","disclosed_fund_equity_contribution_usd_millions","round_equity_total_usd_millions","disclosed_debt_contribution_usd_millions","deal_value_usd_millions","deal_rank_value_usd_millions","investment_year","sector","stage","company","deal_value","stage_category"
"PhysicsWallah Pvt Ltd","India","Academic & Educational Services",2022-06-07,1,"Expansion","G Squared","Gentry Venture Partners - Unspecified Fund",50,0,100,0,0,100,2022,"Academic & Educational Services",1,"PhysicsWallah Pvt Ltd",50,"Other"
"PhysicsWallah Pvt Ltd","India","Academic & Educational Services",2022-06-07,1,"Expansion","Westbridge Capital Management Llc","WestBridge AIF",50,0,100,0,0,100,2022,"Academic & Educational Services",1,"PhysicsWallah Pvt Ltd",50,"Other"
"PhysicsWallah Pvt Ltd","India","Academic & Educational Services",2022-08-18,2,"Acquisition for Expansion","G Squared","Gentry Venture Partners - Unspecified Fund",0,0,0,0,0,0,2022,"Academic & Educational Services",2,"PhysicsWallah Pvt Ltd",0,"Other"
"PhysicsWallah Pvt Ltd","India","Academic & Educational Services",2022-08-18,2,"Acquisition for Expansion","Westbridge Capital Management Llc","WestBridge AIF",0,0,0,0,0,0,2022,"Academic & Educational Services",2,"PhysicsWallah Pvt Ltd",0,"Other"
"PhysicsWallah Pvt Ltd","India","Academic & Educational Services",2022-10-13,3,"Acquisition for Expansion","G Squared","Gentry Venture Partners - Unspecified Fund",0,0,0,0,0,0,2022,"Academic & Educational Services",3,"PhysicsWallah Pvt Ltd",0,"Other"
"PhysicsWallah Pvt Ltd","India","Academic & Educational Services",2022-10-13,3,"Acquisition for Expansion","Westbridge Capital Management Llc","WestBridge AIF",0,0,0,0,0,0,2022,"Academic & Educational Services",3,"PhysicsWallah Pvt Ltd",0,"Other"
"PhysicsWallah Pvt Ltd","India","Academic & Educational Services",2022-12-22,4,"Acquisition for Expansion","G Squared","Gentry Venture Partners - Unspecified Fund",15,0,30,0,0,30,2022,"Academic & Educational Services",4,"PhysicsWallah Pvt Ltd",15,"Other"
"PhysicsWallah Pvt Ltd","India","Academic & Educational Services",2022-12-22,4,"Acquisition for Expansion","Westbridge Capital Management Llc","WestBridge AIF",15,0,30,0,0,30,2022,"Academic & Educational Services",4,"PhysicsWallah Pvt Ltd",15,"Other"
"PI Beam Labs Pvt Ltd","India","Consumer Cyclicals",2019-04-06,1,"Expansion","Eagle10 Ventures","Eagle10 Ventures - Unspecified Fund",0,0,0,0,0,0,2019,"Consumer Cyclicals",1,"PI Beam Labs Pvt Ltd",0,"Other"
"PI Beam Labs Pvt Ltd","India","Consumer Cyclicals",2019-04-06,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2019,"Consumer Cyclicals",1,"PI Beam Labs Pvt Ltd",0,"Other"
"PI Industries Ltd","India","Basic Materials",2009-11-05,1,"PIPE","Affirma Capital Managers Singapore Pte Ltd","Affirma Capital Managers Singapore Pte Ltd -UF",11,11,11,0,0,11,2009,"Basic Materials",1,"PI Industries Ltd",11,"Other"
"PI Industries Ltd","India","Basic Materials",2011-04-23,2,"PIPE","Affirma Capital Managers Singapore Pte Ltd","Affirma Capital Managers Singapore Pte Ltd -UF",0,0,0,0,0,0,2011,"Basic Materials",2,"PI Industries Ltd",0,"Other"
"PI Industries Ltd","India","Basic Materials",2011-04-23,2,"PIPE","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2011,"Basic Materials",2,"PI Industries Ltd",0,"Other"
"PI Industries Ltd","India","Basic Materials",2011-04-23,2,"PIPE","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2011,"Basic Materials",2,"PI Industries Ltd",0,"Other"
"PI Industries Ltd","India","Basic Materials",2011-08-18,3,"PIPE","Peak Xv Partners","Peak XV Partners - Unspecified Fund",5,5,5,0,0,5,2011,"Basic Materials",3,"PI Industries Ltd",5,"Other"
"PI Industries Ltd","India","Basic Materials",2015-06-16,4,"PIPE","Undisclosed Firm","Undisclosed Fund",50,0,50,0,0,50,2015,"Basic Materials",4,"PI Industries Ltd",50,"Other"
"Pickrr Technologies Pvt Ltd","India","Industrials",2020-12-15,1,"Expansion","Guild Capital LLC","Guild Capital LLC - Unspecified Fund",2,0,4,0,0,4,2020,"Industrials",1,"Pickrr Technologies Pvt Ltd",2,"Other"
"Pickrr Technologies Pvt Ltd","India","Industrials",2020-12-15,1,"Expansion","Omidyar Network India Advisors Pvt Ltd","Omidyar Network India Advisors Pvt Ltd - Unspecified Fund",2,0,4,0,0,4,2020,"Industrials",1,"Pickrr Technologies Pvt Ltd",2,"Other"
"Pickrr Technologies Pvt Ltd","India","Industrials",2021-08-11,2,"Expansion","Amicus Capital Holdings LLC","Amicus, LLC - Unspecified Fund",2,0,12,0,0,12,2021,"Industrials",2,"Pickrr Technologies Pvt Ltd",2,"Other"
"Pickrr Technologies Pvt Ltd","India","Industrials",2021-08-11,2,"Expansion","Ananta Capital","India Pledge Fund",2,0,12,0,0,12,2021,"Industrials",2,"Pickrr Technologies Pvt Ltd",2,"Other"
"Pickrr Technologies Pvt Ltd","India","Industrials",2021-08-11,2,"Expansion","Guild Capital LLC","Guild Capital LLC - Unspecified Fund",2,0,12,0,0,12,2021,"Industrials",2,"Pickrr Technologies Pvt Ltd",2,"Other"
"Pickrr Technologies Pvt Ltd","India","Industrials",2021-08-11,2,"Expansion","IIFL Finance Ltd","India Infoline Ventures Capital - Unspecified Fund",2,0,12,0,0,12,2021,"Industrials",2,"Pickrr Technologies Pvt Ltd",2,"Other"
"Pickrr Technologies Pvt Ltd","India","Industrials",2021-08-11,2,"Expansion","Omidyar Network India Advisors Pvt Ltd","Omidyar Network India Advisors Pvt Ltd - Unspecified Fund",2,0,12,0,0,12,2021,"Industrials",2,"Pickrr Technologies Pvt Ltd",2,"Other"
"Pigeon Education India Pvt Ltd","India","Academic & Educational Services",2024-08-29,1,"Expansion","Matrix Partners China Management Ltd","Matrix Partners China VI LP",0,0,1,0,0,1,2024,"Academic & Educational Services",1,"Pigeon Education India Pvt Ltd",0,"Other"
"Pigeon Education India Pvt Ltd","India","Academic & Educational Services",2024-08-29,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2024,"Academic & Educational Services",1,"Pigeon Education India Pvt Ltd",0,"Other"
"Pigeon Education India Pvt Ltd","India","Academic & Educational Services",2024-08-29,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2024,"Academic & Educational Services",1,"Pigeon Education India Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2008-06-10,1,"LBO","Sequoia Capital Operations LLC","Sequoia Capital - Unspecified Fund",0,0,0,0,5,5,2008,"Technology",1,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2018-03-13,2,"Acquisition","Actis Llp","Actis Capital LLP - Unspecified Fund",0,0,0,0,82,82,2018,"Technology",2,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2018-03-13,2,"Acquisition","Altimeter Capital Management LP","Altimeter Private Partners Fund II, L.P.",0,0,0,0,82,82,2018,"Technology",2,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2018-05-31,3,"Acquisition","Temasek Holdings Pvt Ltd","Temasek Holdings (Pvt) Ltd - Unspecified Fund",0,0,0,0,125,125,2018,"Technology",3,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2018-05-31,3,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,125,125,2018,"Technology",3,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2019-04-19,4,"Acquisition for Expansion","Actis Llp","Actis Capital LLP - Unspecified Fund",55,0,110,0,110,110,2019,"Technology",4,"Pine Labs Pvt Ltd",55,"Other"
"Pine Labs Pvt Ltd","India","Technology",2019-04-19,4,"Acquisition for Expansion","Sequoia Capital Operations LLC","Sequoia Capital - Unspecified Fund",55,0,110,0,110,110,2019,"Technology",4,"Pine Labs Pvt Ltd",55,"Other"
"Pine Labs Pvt Ltd","India","Technology",2020-01-24,5,"Acquisition","Temasek Holdings Pvt Ltd","Temasek Holdings (Pvt) Ltd - Unspecified Fund",0,0,0,0,40,40,2020,"Technology",5,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2020-01-24,5,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,40,40,2020,"Technology",5,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2020-12-21,6,"Acquisition","Lone Pine Capital LLC","Lone Pine Capital - Unspecified Fund",100,100,100,0,100,100,2020,"Technology",6,"Pine Labs Pvt Ltd",100,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-04-12,7,"Acquisition for Expansion","Actis Llp","Actis Capital LLP - Unspecified Fund",0,0,0,0,45,45,2021,"Technology",7,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-04-12,7,"Acquisition for Expansion","Lone Pine Capital LLC","Lone Pine Capital - Unspecified Fund",0,0,0,0,45,45,2021,"Technology",7,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-04-12,7,"Acquisition for Expansion","Sequoia Capital Operations LLC","Sequoia Capital - Unspecified Fund",0,0,0,0,45,45,2021,"Technology",7,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-17,8,"Acquisition","Advent Global Opportunities Management LLC","Sunley House Capital- Unspecified Fund",36,0,285,0,285,285,2021,"Technology",8,"Pine Labs Pvt Ltd",36,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-17,8,"Acquisition","Baron Capital Group Inc","Baron Global Advantage Fund",36,0,285,0,285,285,2021,"Technology",8,"Pine Labs Pvt Ltd",36,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-17,8,"Acquisition","Duro Ventures A1 LP","Duro Ventures - Unspecified Fund",30,30,285,0,285,285,2021,"Technology",8,"Pine Labs Pvt Ltd",30,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-17,8,"Acquisition","Lone Pine Capital LLC","Lone Pine Capital - Unspecified Fund",36,0,285,0,285,285,2021,"Technology",8,"Pine Labs Pvt Ltd",36,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-17,8,"Acquisition","Moore Strategic Ventures LLC","Moore Strategic Ventures- Unspecified Fund",36,0,285,0,285,285,2021,"Technology",8,"Pine Labs Pvt Ltd",36,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-17,8,"Acquisition","Temasek Holdings Pvt Ltd","Temasek Holdings (Pvt) Ltd - Unspecified Fund",36,0,285,0,285,285,2021,"Technology",8,"Pine Labs Pvt Ltd",36,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-17,8,"Acquisition","Undisclosed Firm","Undisclosed Fund",36,0,285,0,285,285,2021,"Technology",8,"Pine Labs Pvt Ltd",36,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-17,8,"Acquisition","Ward Ferry Management Ltd","Ward Ferry - Unspecified Fund",36,0,285,0,285,285,2021,"Technology",8,"Pine Labs Pvt Ltd",36,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Moore Strategic Ventures LLC","Moore Strategic Ventures- Unspecified Fund",13,13,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",13,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Peak Xv Partners","Sequoia Capital India IV, Ltd.",6,6,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",6,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",9,9,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",9,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",2,2,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",2,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",9,9,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",9,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",21,21,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",21,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",1,1,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",1,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",17,17,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",17,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",17,17,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",17,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",11,11,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",11,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",50,50,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",50,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-05-31,9,"Acquisition","Undisclosed Firm","Undisclosed Fund",1,1,156,0,156,156,2021,"Technology",9,"Pine Labs Pvt Ltd",1,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-07-06,10,"Acquisition","360 One Wam Group","Late-Stage Tech Fund",45,0,315,0,315,315,2021,"Technology",10,"Pine Labs Pvt Ltd",45,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-07-06,10,"Acquisition","BlackRock Inc","BlackRock Inc - Unspecified Fund",45,0,315,0,315,315,2021,"Technology",10,"Pine Labs Pvt Ltd",45,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-07-06,10,"Acquisition","Kotak Alternate Asset Managers Limited","Kotak Investment Advisors, Ltd. - Unspecified Fund",45,0,315,0,315,315,2021,"Technology",10,"Pine Labs Pvt Ltd",45,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-07-06,10,"Acquisition","Neuberger Berman Bd LLC","Neuberger Berman Group LLC - Unspecified Fund",45,0,315,0,315,315,2021,"Technology",10,"Pine Labs Pvt Ltd",45,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-07-06,10,"Acquisition","Tree Line Capital Partners LLC","Tree Line Direct Lending II LP",45,0,315,0,315,315,2021,"Technology",10,"Pine Labs Pvt Ltd",45,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-07-06,10,"Acquisition","Undisclosed Firm","Undisclosed Fund",45,0,315,0,315,315,2021,"Technology",10,"Pine Labs Pvt Ltd",45,"Other"
"Pine Labs Pvt Ltd","India","Technology",2021-07-06,10,"Acquisition","Undisclosed Firm","Undisclosed Fund",45,0,315,0,315,315,2021,"Technology",10,"Pine Labs Pvt Ltd",45,"Other"
"Pine Labs Pvt Ltd","India","Technology",2022-02-22,11,"Acquisition","Alpha Wave Global LP","Alpha Wave Global LP - Unspecified Fund",0,0,0,0,150,150,2022,"Technology",11,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2022-03-30,12,"Acquisition","Vitruvian Partners LLP","Vitruvian Partners LLP - Unspecified Fund",0,0,0,0,50,50,2022,"Technology",12,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2022-04-13,13,"Acquisition for Expansion","Alpha Wave Global LP","Alpha Wave Global LP - Unspecified Fund",0,0,0,0,0,0,2022,"Technology",13,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2022-04-13,13,"Acquisition for Expansion","Vitruvian Partners LLP","Vitruvian Partners LLP - Unspecified Fund",0,0,0,0,0,0,2022,"Technology",13,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2022-06-23,14,"Acquisition for Expansion","Alpha Wave Global LP","Alpha Wave Global LP - Unspecified Fund",0,0,0,0,0,0,2022,"Technology",14,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2022-06-23,14,"Acquisition for Expansion","Vitruvian Partners LLP","Vitruvian Partners LLP - Unspecified Fund",0,0,0,0,0,0,2022,"Technology",14,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2023-01-23,15,"Acquisition for Expansion","Alpha Wave Global LP","Alpha Wave Global LP - Unspecified Fund",0,0,0,0,0,0,2023,"Technology",15,"Pine Labs Pvt Ltd",0,"Other"
"Pine Labs Pvt Ltd","India","Technology",2023-01-23,15,"Acquisition for Expansion","Vitruvian Partners LLP","Vitruvian Partners LLP - Unspecified Fund",0,0,0,0,0,0,2023,"Technology",15,"Pine Labs Pvt Ltd",0,"Other"
"Pineyards Solutions Pvt Ltd","India","Academic & Educational Services",2023-02-20,1,"Expansion","Gsv Acceleration LLC","GSV Ventures Fund III, L.P.",2,0,6,0,0,6,2023,"Academic & Educational Services",1,"Pineyards Solutions Pvt Ltd",2,"Other"
"Pineyards Solutions Pvt Ltd","India","Academic & Educational Services",2023-02-20,1,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,6,0,0,6,2023,"Academic & Educational Services",1,"Pineyards Solutions Pvt Ltd",2,"Other"
"Pineyards Solutions Pvt Ltd","India","Academic & Educational Services",2023-02-20,1,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,6,0,0,6,2023,"Academic & Educational Services",1,"Pineyards Solutions Pvt Ltd",2,"Other"
"Pinpuff","India","Consumer Cyclicals",2012-06-26,1,"LBO","Science Inc","Science, Inc. Fund",0,0,0,0,0,0,2012,"Consumer Cyclicals",1,"Pinpuff",0,"Other"
"Pipa Bella Accessories Pvt Ltd","India","Consumer Cyclicals",2018-04-09,2,"Expansion","LionRock Capital Ltd","LionRock Capital, Ltd. (Hong Kong) - Unspecified Fund",0,0,1,0,0,1,2018,"Consumer Cyclicals",2,"Pipa Bella Accessories Pvt Ltd",0,"Other"
"Pipa Bella Accessories Pvt Ltd","India","Consumer Cyclicals",2018-04-09,2,"Expansion","Mosaic Media Ventures Pvt Ltd","Fireside Ventures - Unspecified Fund",0,0,1,0,0,1,2018,"Consumer Cyclicals",2,"Pipa Bella Accessories Pvt Ltd",0,"Other"
"Pipa Bella Accessories Pvt Ltd","India","Consumer Cyclicals",2018-04-09,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2018,"Consumer Cyclicals",2,"Pipa Bella Accessories Pvt Ltd",0,"Other"
"Pipa Bella Accessories Pvt Ltd","India","Consumer Cyclicals",2018-04-09,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2018,"Consumer Cyclicals",2,"Pipa Bella Accessories Pvt Ltd",0,"Other"
"Pipavav Shipyard, Ltd.","India","Industrials",2007-01-29,1,"Acquisition","Citadel Capital Management","Citadel Capital Management Group - Unspecified Fund",0,0,0,0,26,26,2007,"Industrials",1,"Pipavav Shipyard, Ltd.",0,"Other"
"Pipavav Shipyard, Ltd.","India","Industrials",2007-01-29,1,"Acquisition","IL & FS Investment Managers Ltd","IL&FS Investment Managers, Ltd. - Unspecified Fund",0,0,0,0,26,26,2007,"Industrials",1,"Pipavav Shipyard, Ltd.",0,"Other"
"Pipavav Shipyard, Ltd.","India","Industrials",2007-01-29,1,"Acquisition","Trinity Capital PLC","Trinity Capital PLC - Unspecified Fund",0,0,0,0,26,26,2007,"Industrials",1,"Pipavav Shipyard, Ltd.",0,"Other"
"Pipavav Shipyard, Ltd.","India","Industrials",2007-01-29,1,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,26,26,2007,"Industrials",1,"Pipavav Shipyard, Ltd.",0,"Other"
"Pipavav Shipyard, Ltd.","India","Industrials",2007-09-20,2,"Secondary Purchase","Citadel Capital Management","Citadel Capital Management Group - Unspecified Fund",25,25,25,0,0,25,2007,"Industrials",2,"Pipavav Shipyard, Ltd.",25,"Other"
"Pipeline Infrastructure Pvt Ltd","India","Industrials",2019-03-22,1,"LBO","Brookfield Infrastructure Partners Lp","Brookfield Infrastructure Fund IV",1874,1874,1874,0,1874,1874,2019,"Industrials",1,"Pipeline Infrastructure Pvt Ltd",1874,"Other"
"Piramal Enterprises Ltd","India","Technology",2020-10-06,1,"Acquisition","Carlyle Group Inc","Carlyle Group L.P., The - Unspecified Fund",0,0,0,0,504,504,2020,"Technology",1,"Piramal Enterprises Ltd",0,"Other"
"Piramal Enterprises Ltd","India","Technology",2021-03-31,2,"Pending Acquisition","Carlyle Group Inc","Carlyle Group L.P., The - Unspecified Fund",0,0,0,0,106,106,2021,"Technology",2,"Piramal Enterprises Ltd",0,"Other"
"Piramal Enterprises Ltd","India","Technology",2021-10-07,3,"Acquisition for Expansion","Carlyle Group Inc","Carlyle Group L.P., The - Unspecified Fund",0,0,0,0,0,0,2021,"Technology",3,"Piramal Enterprises Ltd",0,"Other"
"Piramal Glass Pvt Ltd","India","Basic Materials",2020-12-11,2,"LBO","Blackstone Inc","Blackstone Group, L.P. - Unspecified Fund",0,0,0,0,850,850,2020,"Basic Materials",2,"Piramal Glass Pvt Ltd",0,"Other"
"Piramal Healthcare, Ltd.","India","Healthcare",2005-08-18,4,"PIPE","Warburg Pincus LLC","Warburg Pincus Ventures International, L.P.",4,4,7,0,0,7,2005,"Healthcare",4,"Piramal Healthcare, Ltd.",4,"Other"
"Piramal Healthcare, Ltd.","India","Healthcare",2005-08-18,4,"PIPE","Warburg Pincus LLC","Warburg Pincus Ventures, L.P.",4,4,7,0,0,7,2005,"Healthcare",4,"Piramal Healthcare, Ltd.",4,"Other"
